面编号,,坐标1,,,坐标2,,,坐标3,,,坐标4,,,坐标5,,,坐标6,,,坐标7,,,坐标8,,,坐标9,,,坐标10,,,坐标11,,,坐标12,,,坐标13,,,坐标14,,,坐标15,,,坐标16,,,坐标17,,,坐标18,,,坐标19,,,坐标20,,,坐标21,,,坐标22,,,坐标23,,,坐标24,,,坐标25,,,坐标26,,,坐标27,,,坐标28,,,坐标29,
B-5,0.8,0.64,-20.989,0.04,2.46,-20.989,0.04,0.64,-20.989,17.94,2.46,-20.989,17.18,0.64,-20.989,17.94,0.64,-20.989,
B-5-1,0.84,0.64,-20.989,2.505,0.6,-20.989,0.92,0.6,-20.989,2.505,0.64,-20.989,
B-5-2,0.84,0.04,-20.989,0.84,0.52,-20.989,17.14,0.04,-20.989,17.14,0.52,-20.989,
B-5-3,0.860705,0.522726,-20.989,
B-5-4,0.917274,0.579295,-20.989,17.0627,0.579295,-20.989,
B-5-5,0.909282,0.56,-20.989,
B-5-6,15.475,0.64,-20.989,15.475,0.6,-20.989,17.06,0.6,-20.989,17.14,0.64,-20.989,
B-5-7,17.1,0.530718,-20.989,0.88,0.530718,-20.989,
B-5-8,17.0834,0.543431,-20.989,
B-5-9,15.985,0.57,-20.989,15.975,0.57,-20.989,15.985,0.09,-20.989,
B-5-10,15.985,2.43,-20.989,15.985,0.67,-20.989,
B-5-11,14.985,2.43,-20.989,14.975,2.43,-20.989,14.985,0.09,-20.989,14.975,0.09,-20.989,
B-5-12,13.485,2.43,-20.989,13.485,0.09,-20.989,13.475,0.09,-20.989,11.985,2.43,-20.989,11.985,0.09,-20.989,11.975,0.09,-20.989,
B-5-13,10.485,2.43,-20.989,10.475,2.43,-20.989,10.485,0.09,-20.989,10.475,0.09,-20.989,
B-5-14,2.005,0.57,-20.989,1.995,0.57,-20.989,2.005,0.09,-20.989,1.995,0.09,-20.989,
B-5-15,2.005,2.43,-20.989,1.995,2.43,-20.989,2.005,0.67,-20.989,1.995,0.67,-20.989,
B-5-16,3.005,2.43,-20.989,2.995,2.43,-20.989,3.005,0.09,-20.989,2.995,0.09,-20.989,
B-5-17,4.505,2.43,-20.989,4.495,2.43,-20.989,4.505,0.09,-20.989,4.495,0.09,-20.989,
B-5-18,6.005,2.43,-20.989,5.995,2.43,-20.989,6.005,0.09,-20.989,5.995,0.09,-20.989,
B-5-19,7.505,2.43,-20.989,7.495,2.43,-20.989,7.505,0.09,-20.989,7.495,0.09,-20.989,
B-5-20,8.995,2.43,-20.989,8.985,2.43,-20.989,8.995,0.09,-20.989,8.985,0.09,-20.989,
B-5-21,0.04,2.46,-21.011,17.94,2.46,-21.011,17.18,0.64,-21.011,17.94,0.64,-21.011,
B-5-22,0.84,0.64,-21.011,0.8,0.64,-21.011,
B-5-23,15.475,0.64,-21.011,2.505,0.64,-21.011,15.475,0.6,-21.011,17.06,0.6,-21.011,2.505,0.6,-21.011,0.92,0.6,-21.011,
B-5-24,17.0707,0.56,-21.011,
B-5-25,17.14,0.04,-21.011,0.84,0.04,-21.011,17.14,0.52,-21.011,0.84,0.52,-21.011,
B-5-26,17.0834,0.543431,-21.011,0.896569,0.543431,-21.011,
B-5-27,17.1,0.530718,-21.011,
B-5-28,17.1193,0.522726,-21.011,0.860705,0.522726,-21.011,
B-5-29,17.0627,0.579295,-21.011,0.917274,0.579295,-21.011,
B-5-30,15.975,0.57,-21.011,15.985,0.57,-21.011,15.975,0.09,-21.011,15.985,0.09,-21.011,14.975,2.43,-21.011,14.985,2.43,-21.011,14.975,0.09,-21.011,14.985,0.09,-21.011,13.475,2.43,-21.011,13.485,2.43,-21.011,13.475,0.09,-21.011,13.485,0.09,-21.011,11.975,2.43,-21.011,11.985,2.43,-21.011,11.975,0.09,-21.011,11.985,0.09,-21.011,10.475,2.43,-21.011,10.485,2.43,-21.011,10.475,0.09,-21.011,10.485,0.09,-21.011,4.505,2.43,-21.011,4.505,0.09,-21.011,6.005,2.43,-21.011,5.995,0.09,-21.011,6.005,0.09,-21.011,8.985,2.43,-21.011,8.995,2.43,-21.011,8.985,0.09,-21.011,8.995,0.09,-21.011,
B-5-31,15.975,2.43,-21.011,15.985,2.43,-21.011,15.985,0.67,-21.011,
B-5-32,1.995,0.57,-21.011,2.005,0.57,-21.011,1.995,0.09,-21.011,2.005,0.09,-21.011,
B-5-33,1.995,2.43,-21.011,2.005,2.43,-21.011,1.995,0.67,-21.011,2.005,0.67,-21.011,
B-5-34,2.995,2.43,-21.011,2.995,0.09,-21.011,3.005,0.09,-21.011,4.495,2.43,-21.011,
